Video  No,Video Title,Video Link,Video Slot,Transcription,Timestamps,Information,Quotations,Speaker Name,,Video Length,Priority,Topic,Video Start Link,Video End Link,Generic Info,Citation,Video Quality
,Delectations with top scientists at (PARC) Pakistan Agriculture Research.,https://youtu.be/HHdVyJXVg6o?si=LG_bG8NtxD9sdCfA,slot two ,You will get the batter resultu in every crop in agriculture and in every vegetables and fruits because every lecture is avaliabe on the youtube of Doctor Asif Shrif Sahab you can get help from there and you can produce  crop without any cast.,start 00:00 end 00:35,,,,,,,,,,,,
,One Acre Prosperity model by PQNK,https://youtu.be/IHwhOwciGiA?si=otyQ9FHTQ5LUTyPw,slot two ,PQNK system is also successful system. Because it is natural systmem we are fallowing the natural system. Nutral system is comming since 40 lac year ago successfully. It is not possible that  we fail in PQNK. There are many peoples those fallowed the PQNk system and they susscessed. And the crop which is produced from the PQNK is also have more nutrition. Than the food which is produced with fertilizers and ploughing the land. On this system the crop height will increase. And this system is also save a lot of water and money and it save a our time. Because when we plough the land there is a lot of time and money spend on it. ,start 00:00 end 10:00,,,,,,,,,,,,
,"‘Path to cover up Technologies’. How devastation for food, quality and supplies started",https://youtu.be/SyLqnOo3_Y0?si=iq-r7IAsove6goIA,slot two ,There are many farmers those shift on the PQNK systme but they are Success if we properly fallow the PQNK system then we  success. ,start 00:00 end 02:00,,,,,,,,,,,,
,https://youtu.be/SyLqnOo3_Y0?si=iq-r7IAsove6goIA,https://youtu.be/iTTYP_VPQDI?si=o-dv5LyTFNGCbwc5,slot two ,We can grow all the vegetables all  the fruits vegetables and all the crops. So all the system is success  on beds. If we saw  on nuture the places which are above there are trees and the place which is down there are water. And we see the places where is not reach peopls there are lot of foods without any fertilizers and without any water and they have more nutriation. ,start 00:00 end 02:00,,,,,,,,,,,,
,PQNK one acre prosperity model,https://youtu.be/JGE6AiJiBik?si=Z-0GSwZqUA05YMAQ,slot two ,If we shift the Plants on the PQNK then the Fruting with the plants will increase and taste in the fruits will increase.,start 00:00 end 05:00,,,,,,,,,,,,
,one acre prosperity model/we can earn a good money from one acre ,https://youtu.be/ytfBRSpBGmQ?si=NK5U78jmAYtZc5jc,slot two ,If we have a garden like citrus and grapes and other gardens so the distance between two beds we can also grow there vegetables and crops. We have to make only time beds and grow the seed. And we have to harvest. We can produce crop without any cost. ,start 00:00 end05:00,,,,,,,,,,,,
,PQNK - The Natural Ecosystem Science schooling.,https://youtu.be/YpLeCGjd-to?si=HP_Q1JPoMbqgP62H,slot two ,"Showcase Training Farms  & prevision Centers PQNK schooling. Basic healthcare, hygiene, exercises, clothing, posture. Knowledge of human and animal food needs. Ethics morals, manners, self-respect, relationship, development&maintenance. Pleasuring. How to think for consistent growth. Reasding , writing, communicatopm, computer use, data collection, synthesizing and usage.Natural algorithms of soil fertility and vegetation. Action learning-transiption from conventional to PQNK. Process adaptation-machinery use, maintenance, Service providing (SP). Seed selection, labeling , collection, separation and storage. Nursery growing, grafting and propagation. Nursery growing, grafring and propagation. Harvesting &post harvesting. Certifications. Storages, preservation. Value addition-hygienic food processing and packaging. Placement.",start 00:00 end 18:00,,,,,,,,,,,,
,PQNK in Africa,https://youtu.be/fKYQMjKMgdE?si=DjIuRr7yx8oDhWM6,slot two ,In the Aficran Countries the Peoples are growing the crops on the beds systems. And they are getting a better result. ,start 00:00 end 01:23,,,,,,,,,,,,
,Rice on PQNK in Indonesia. No input applied,https://youtu.be/wbl9Vbpto-g?si=A9DSYNXXuOwiIqZl,slot two ,In the Indonesia the peopls are growing the rice and other crops with PQNK system. ,start 00:00 end 00:38,,,,,,,,,,,,
,One Acre Prosperity model by PQNK,https://youtu.be/IHwhOwciGiA?si=NT1jqaTK1EdJOtyh,slot two ,In the india there many peopls those are fallowing the PQNK and they are successsed now and they are getting the crop without any cost. and they are getting the profit.,start 00:00 end 10:00,,,,,,,,,,,,
,Cotton on PQNK,https://youtu.be/Nziem28U3As?si=tqcxtVJyfW0lcXcn,slot two ,A farmer from India reports that: He planted cotton he success now. Because we spend a lot of money on the crops and spray but the food have no nutrition. But the crop which is produce with PQNK is more beautiful and have more nutrition. And without any cost.  ,start 00:00 end 01:30,,,,,,,,,,,,
,A farmer from Nepal took the initiative and planted cauliflower on PQNK for the first time.Excellent,https://youtu.be/pQmuFeJeBOs?si=OPWQT4Dm0yzKMdjw,slot two ,A farmer he is from nepal and is success on PQNK system at the first time. If we fallow the PQNK  system then we never fail and nothing can attack on the crop. In many times if the disease come in one crop then it effect all the crops and destroy the crops. If we grow the crops on the PQNK  then there is no disease can attack on the crops.,start 00:00 end 03:00,,,,,,,,,,,,
,Certifications required for export,https://youtu.be/VfTXHeElMDI?si=hWCNn-GA36H0rCBv,slot two ,Certifications required for export: If we want to sell our product with good money then we have to fallow these steps; Quarantine. If we are transporting the Fruits from one coutnry to another coutry then are a lot disease and there is a lot of pestcide harmful on on the fruits can be then we should clean the these fruits from washing in the hot water for this the harmful pesticides will kill. The seconed thing is that Acceptable Residue level. On fruits there is no use of fertilizers and there is no use of spray the fruits should be clean and should be produce with out any pestcides. Traceability. When a man buy our things he want to know that where is growing this fruits or these vegetables. Good  agriculture practice. There should be a clean system of the agricultre the farmes use the ghalffcs and he he wear clean thing. Godd manugacturing practice- Organic produce. Natural produce. And crop should be organic and there should be no use of fertilizers. ,start 00:00 end 10:00,,,,,,,,,,,,
,PQNK Farming Initiative - A Proposal for Farmers,https://youtu.be/Gc1CVp9Wzjk?si=RV_F4vCZo0gpN9ju,slot two ,"Fellow the PQNK practitioners. We've been observing the incredible results many of you are achieving with PQNK farming methods. The quality, taste, nutrition density, flavor, and aroma of you produce speaks for itself-truly poison - free cultivation without any pruchased inputs! Have consisdered to power we might have if we joined force as PQNK farmers? We'd like to suggest forming a farmer's association as a private Liimited company where: All practicing PQNK farmers would become members. Members would elect a representative body. This body would monitor proper application of PQNK production process. Mostly  importantly, the association would work on ""sell before you produce ""maketing strategy. Imagine an association that connect dorectly with processing industries, wholesalers, exporters, retailers, and consumers- demonstrating the superior qualities of PQNK produce and securing commitments before planting season even begins. Pemember: With PQNK, we're proving that everything plants need is already available in the soil in sustainable form. When we create the right environment for soil microorganisms. Pakistan production is reduced from the 1.6 to 1.1. Only there solution is that PQNK. ",start 00:00 end 18:00,,,,,,,,,,,,
,"Hardpan on PQNK, ",https://drive.google.com/file/d/1y3mT19DQVNkEFzB2eB5UFDc5KgXX_LkH/view?usp=sharing,slot two ,On the PQNK system. When we will shift our land on the PQNK on the step we have to break the hardpan properly. Because for this our  crops will gow down and for crop will not effected with the strom and heavy rain. ,start 00:00 end  02:10,,,,,,,,,,,,
,PQNK ,https://drive.google.com/file/d/10rZcfQ4t_IYKpKb8_h_t4u8z68h469c8/view?usp=drive_link,slot two , Form using the differeent fertilizers and from ploughing the land again and again our lands are weak and for this water observation is dcreased. So we have to  increase the capacity of the water observation. On the PQNK system only one time we have to plough the land with chiesel. And we have to break the hardpan. So for this the roots of the crops will go down and our crop will grow fast. The PNQK systme is also save  a lot of water and it also save a lot of money and on this system we can produce a better crop. ,start 00:00 end  02:48,,,,,,,,,,,,
,Important things for  every crop,https://drive.google.com/file/d/108pQj7w_oxoIXGXnvf7FXisSKViUKA7x/view?usp=drive_link,slot two ,There are two things which is required to the crop sun light and water. If we want to grow every thing  then these two things are avaliable to the crop then the crop will grow soon every crop. ,start 00:00 end  00:34,,,,,,,,,,,,
,"Mulching & planting on PQNK Aug 26,2024",https://www.youtube.com/watch?v=N74aXF4jAV0,slot two ,Mulching is very important in the land because after  harvesting the crop we have to harvest the land above from the beds because these weeds grass and roots of the crop became the food of the next crop and they cover the land for this our land will remain soft and our land will remain the humidy. ,start 00:00 end  01:09,,,,,,,,,,,,
,"PQNK A Comprehensive Solution for Agriculture, Health, and Climate Aug,24,2024",https://www.youtube.com/watch?v=kM_6QBw8C-k,slot two ,"A comprehensive soluation of agriculture, health, and climate. There are many benefits of  agricuture system if we grow the crops on the PQNK then  it save a lot of time and money and it save a the water. So when we eat the foods which have more nutrition then it is also good for our health.  There are many benefits on the PQNK like social benefits and health benefits and environment benefits. ",start 00:00 end  01:10,,,,,,,,,,,,
,"Tools, weapons, and technologies that have transformed life throughout history August. ",https://www.youtube.com/watch?v=hAR4_YJVmZQ,slot two , Dicription: Early human used sharpened stones for cutting hunting and protection. Impact on socity: Enables human to  hunt prepare food and defen them selfes laying the foundeation for survevail and developmet. Agriculture plow;  When the human  make the plough then  it kill the micros and after the sceond world war the companies  those were making the machineries for war they started to make the machineries of agriculture like tractor and plough and other agriculutre sytem things. So the companies those were making the weapnes they started to make the fertilizers so these things is also not good for  crops. ,start 00:00 end  04:11,,,,,,,,,,,,
,Unveiling Nature's Blueprint: Addressing Soil Mineral Availability in Agricultural Practices,https://www.youtube.com/watch?v=m9h1qdaYG5Q,slot two ,Unveiling Nature's Blueprint: Addressing Soil Mineral Availability in Agricultural Practices. Why we use the fertilizers  in our crops  those are without PQNK. So when we started to plough the land then the micros those were giving the  food to the plants and crops those died because by poughing the land again and again the micros died and our land distrub so therefore  do not produce as wll as should. Therefore we use fertlizers and different sprays because our crops is are weaks and any insects attack on the crops. On the PQNK system only one time we have to make the beds and we have to  break the hard pan with chiesel plough. So  and we have to grow and harvest the crop. When we grow the crops on the PQNK then there is a little chance that any insects can attack on it so. It save a lot of time and money. So now a days there are many farmers those are growing the  crops in their lands but they do not getting the profit form thier crop there main reason is that we spend a lot of money on the agriculutre sytem and we can not get profit we spend money on fertilizers and seeds and ploughing the land and machineries. ,start 00:00 end  08:00,,,,,,,,,,,,
,Open Field Vertical Farming - OFVF on PQNK. ,https://www.youtube.com/watch?v=yOj7Zrb4It0,slot two ,"Open Field Farming OFVE and PQNK. Heigher prodection is tunnel farming is a result of vertically growing plants. Vines such as tamatoes, cucumbers, and aeration and space-saving. Additionally, the fruit remains spotless and cleaner because it doesn't touch the soil. The tunnel production management system yields similar results when applied in open fields on PQNK, with the lowest cost of production and the highest quality. ",start 00:00 end  03:00,,,,,,,,,,,,
,VIPP - Vertical Insertion Precision Planter. ,https://www.youtube.com/watch?v=HC-I4d7TOFM,slot two ,"The Single Row vertical Insertion precision Planter (VIPP) is designed for smallholders. It can plant all types of seeds with precision on PQNK parmanent raised beds. Different kinds of seeds can be planted without changing the seed spool, and the seed-to-seed distance can be set at 4"", 8"", 12"", or 16"". It can plant seeds in alomost all kinds of mulch without disturbing the soil. The machine has a power assist feature to reduce the power requirements and ease to operatioon. It is a sturdy, long losting machine that is easy to operate and mantain.  ",start 00:00 end  04:40,,,,,,,,,,,,
,PQNK - the science of natural vegetation. ,https://www.youtube.com/@aasifsharif/videos,,Here you can learn all the basic of PQNK and you can produce a batter crop. ,,,,,,,,,,,,,
,SIPP SLIT INSERTION PRECISION PLANTER FOR PQNK. ,https://www.youtube.com/watch?v=eZchOqfpMSM,slot two ,Sipp slit insertion procision planter for PQNK. You can use this machine easly and you can grow every seed from this machine. ,start 00:00 end  01:55,,,,,,,,,,,,
,This is how PQNK protect plants? ,https://www.youtube.com/watch?v=X5CRYnE6Atg,slot two ,When we grow the crops on the PQNK then  no pesticde can attack on the crop because there are many micros those  attack on the harmful  pestcide. If any pestcide attack on the crops then it do not effect  to plant. ,start 00:00 end  01:25,,,,,,,,,,,,
,Utilizing High TDS Water in PQNK Agriculture English. ,https://www.youtube.com/watch?v=CT-e8RJ8QrU,slot two ,Water management is every important in the PQNK. Because if we give a lot of water to the crops then out crops can effect with the different disease and our seed can effect so we have to give the water only thosetimes when the crop will offer. We have to check the clay we have to press the clay by our hands if the clay is gathering then our land have humidy and if  the clay is not gathering then  we have to give the water. ,start 00:00 end  01:45,,,,,,,,,,,,
,Debunking the Myths: The Truth About Tsunami Tree Plantations. ,https://www.youtube.com/watch?v=OkDFPpYKEUk,slot two ,There are many advantages of the cover the  land because when we cover the land then it also remain the humidy and for this our land remain cool and  the micros live. So when we plough the land then  the micros distrub  and they die and when we do not cover the land then our land do not remain the humidy and the land became the hard. So the PQNK the covering the land is very important. ,start 00:00 end  04:00,,,,,,,,,,,,
,"PQNK Revolutionizing Agriculture, Social Welfare, Health, Climate, and Beyond. ",https://www.youtube.com/watch?v=WBZKJYYW_xk,slot two ,"PQNK: Revolutionizing Agriculture, Social Welfare, Health, Climate, and Beyond.. PQNK  Multifold Impact: Resolving Multifold Impact: PQNK offers a groundbreaking solution to trackle water scarcity, ensuring a more sustainable and water-abundant future. Balancing Water Scarcely: PQNK's innovative approach effectively manages axcess water, miligating the impacts of both droughts and floods. Enhancing Agruculture Viability: PQNK serves as a shield against both waves and cold snaps, promoting stability in climate-sensitivity for crop production. Enhancing Agriculture viability: PQNK significantly reduces production costs while elevating crop quality, revolutionizing farming practices. Safegurding Public Healht. PQNK nutrition dense food proactiv measure lead to disease prevention and healthier cummunities. Uplifting Farmers: PQNK directly adressesfarmer poverty, creating opportunities for economic  advancement. Ensuring Food Security: PQNK directly adresses farmer poverty, creating oppertunities for economic advancement. Ensuring food Security: PQNK fosters food sovereignty by bolstering agricultural yields and minimizing dependency on external source. Economic Prosperity: PQNK generates employement opportunities, particularlty benefitting rural areas and engaging the youth. ",start 00:00 end  03:00,,,,,,,,,,,,
,Q: Why do plant leaves differ in size from one another?,https://www.youtube.com/watch?v=k0R4Bphn7zE,slot two ,The leaves of the plants have different size. When the leave change their color then  the leaf fell down and new leaf produce new leaves.  ,start 00:00 end  04:50,,,,,,,,,,,,
,PQNK: The Natural Protection System control fruit fly on rapeseed crop. ,https://www.youtube.com/watch?v=1aiMkCcrgJM,slot two ,"PQNK: The Natural Protection Sytem. The vedio showcases a canola crop that has been infused with toxic proteins by the Bt microbs. As a result, the fruit fly that was trying to lay aggs in the pods got stuck and was unable to pull its sting and fly away, eventually dying along with its larvac, if they could hatch. Furthermore, nutural predators are depicted actively preying on sucking insects, sontributing to pest contorl. BT is a nutrally occurring microbs found in soil that produce proteins toxic to various types of immature insects (larvae). It targets different insects groups, such as sucking, chewing, eating, caterpillars, bollworms, bollworms, beetles, mosquitoes. ",start 00:00 end  02:00,,,,,,,,,,,,
,Papaya: The Profitable Tropical Plant. ,https://www.youtube.com/watch?v=8k2H4GnnSa8,slot two ,we can also grow the papaya on the PQNK. Because without PQNK we spend a lot of money on the fertilizers and we give the water again and again  and we have to check again and our plants at the end maybe from one mistake our papaya can distroy and it can effect from one mistake. But on the PQNK only we have to give the water.,start 00:00 end  03:20,,,,,,,,,,,,
